Bird, MEX, 06b8a075-987a-480f-ad7f-49a84603bdef, 98, 13746, No update data, 9g3qx2s6zcx3
Bird, MEX, 277c32ea-cf96-4c35-a814-7cbd4dbc0c25, 96, 13430, No update data, 9g3qrx2wbuuj
Bird, MEX, 155854f2-f087-4695-82ad-3b408edc11c1, 83, 12024, No update data, 9g3qrx9mv8bh
Bird, MEX, 7b5ad11d-ad48-4430-818e-5de19fa666b8, 83, 11376, No update data, 9g3qrx2wdhgf
Bird, MEX, a0d7e56b-e3fb-4e4b-8e9e-1d6077a08da3, 45, 5372, No update data, 9g3qrr1vfk9g
Bird, MEX, ed55e15f-bc1f-4917-8354-d12672ae1ab0, 97, 13588, No update data, 9g3qx93cqwfz
Bird, MEX, 56a74912-733c-4441-9dd4-57c875b0dfc1, 67, 8848, No update data, 9g3qx93gh152
Bird, MEX, ed7cd53a-1ea3-4149-9619-64c7ced7cfcd, 47, 5688, No update data, 9g3qrpyqkbxx
Bird, MEX, 3c7f3825-9f15-44bf-b303-3ad49d87d60f, 72, 9638, No update data, 9g3qx0tgdhsf
Bird, MEX, 47228861-e8c3-49cc-98b4-75de03f0f164, 57, 7268, No update data, 9g3qrx97gyjj
Bird, MEX, b32768e5-a9c6-4f84-8d1d-a5dbb3358e22, 60, 7742, No update data, 9g3qrx9kqrue
Bird, MEX, 1626820a-103e-4368-8a48-7a78ef7dafc9, 66, 8690, No update data, 9g3qrx9kn5rw
Bird, MEX, 9e9b7885-7ffe-46dc-8570-7c8c1e53c27b, 81, 11060, No update data, 9g3qrr4h1d5t
Bird, MEX, 8f158cc2-78c7-4200-ab51-3c802a539492, 65, 9018, No update data, 9g3qrr45brew
Bird, MEX, 9b66ca9f-0a6b-4bbf-b3bc-5b2c9887b96b, 74, 9954, No update data, 9g3qx94r2dp0
Bird, MEX, ff3423ac-9941-48db-9d41-80f78ce0143a, 45, 5372, No update data, 9g3qrx2zjmzv
Bird, MEX, 6bb32e49-e86c-4e57-a7e5-5c020bea363e, 73, 9796, No update data, 9g3qrx97q5x8
Bird, MEX, 6b6d2c1b-a616-47c2-a2c6-2365e91c72fe, 40, 4582, No update data, 9g3qrrjfrgf6
Bird, MEX, 5bc4f95e-f327-49c1-9afb-afd46c109227, 64, 8851, No update data, 9g3qx0kjujdf
Bird, MEX, c9d3d198-c85b-431a-8e61-d5cfd42a0214, 51, 6320, No update data, 9g3qx0ebwf0d
Bird, MEX, bf956252-d541-4d7d-a779-dcb1d9327ce8, 51, 6320, No update data, 9g3qrpkvb48r
Bird, MEX, e84f4e06-69ea-401d-9422-480632c98bf4, 78, 10586, No update data, 9g3qrpr1qumw
Bird, MEX, ab970ab1-b98a-4e04-bc4c-cdf4c0c2bbea, 74, 9954, No update data, 9g3qrpktmnh2
Bird, MEX, b8844e86-5c36-404d-abd1-cb8845d789a8, 22, 1837, No update data, 9g3qrpksqn10
Bird, MEX, 4da5f314-3031-49d6-880e-ef89ffe5079e, 78, 10586, No update data, 9g3qrpksq5z4
Bird, MEX, 53239a68-389d-42f8-ad28-fa6af312c06d, 52, 6478, No update data, 9g3qrpksmdmb
Bird, MEX, cc91201f-50ef-4cf4-adb1-890f6a9ea95d, 78, 10586, No update data, 9g3qrpksndv5
Bird, MEX, c07778fb-6ed5-4bca-8e04-345365749886, 58, 7426, No update data, 9g3qx07j2nvq
Bird, MEX, e804b161-7aee-459e-839a-94828863aeb9, 27, 2528, No update data, 9g3qrpk6zxnz
Bird, MEX, 682c4ef6-ed43-4c75-bbe9-81f7a16214af, 85, 11692, No update data, 9g3qrppkumy4
Bird, MEX, 907e69f0-82d5-4216-bce1-c8a0fb9a5866, 82, 11218, No update data, 9g3qrpp2qdd6
Bird, MEX, 1cbdc684-5a84-4855-af32-65375bbfcc1a, 18, 1169, No update data, 9g3qrppb4juv
Bird, MEX, fdf23fd7-f933-4b42-b81f-334d133c93be, 96, 13430, No update data, 9g3qrnzntzuj
Bird, MEX, c22cec81-d47b-486d-8682-d5e8e5775545, 67, 8848, No update data, 9g3qrnyy26gs
Bird, MEX, 9fd728a8-d70e-4e48-94db-8fe585f60070, 94, 13114, No update data, 9g3qrnyv9vns
Bird, MEX, 95a57ce2-606f-4351-aae2-7011ae95fba6, 87, 12008, No update data, 9g3qrnzjvemg
Bird, MEX, 774eded8-cf75-4f66-9c5c-0ce43eee5c7f, 96, 13430, No update data, 9g3qrnyv9uw8
Bird, MEX, a6dbbfa9-aac9-4ca6-a1c4-ae131ca613ff, 96, 13430, No update data, 9g3qrnyvk4fu
Bird, MEX, cb506019-2e3e-43a6-9024-cc74ec2d43ba, 49, 6004, No update data, 9g3qrnyvq0p6
Bird, MEX, dcd2749b-a78a-48bd-bbe0-3e42cdc41eba, 98, 13746, No update data, 9g3qrnyv4vgj
Bird, MEX, 46a09f82-d647-42e5-95e5-38f5d6ac6986, 54, 6794, No update data, 9g3qx0fubdy9
Bird, MEX, 97d31d9d-4862-4bbd-bf10-665a24061214, 98, 13746, No update data, 9g3qx0fubwb6
Bird, MEX, 26dbf510-8bff-4540-b7d8-6fbed385c205, 43, 5056, No update data, 9g3qrnzkt2f8
Bird, MEX, c94ef371-15a1-4e5c-8aca-ff77c3951907, 82, 11857, No update data, 9g3qrnvg5zkw
Bird, MEX, 49847df1-bd55-431e-adf2-a7b2c260d430, 82, 11218, No update data, 9g3qrnvd6xhz
Bird, MEX, 7d4847e6-4821-4666-88dd-0eb506aaca1e, 44, 5214, No update data, 9g3qrny0gjw2
Bird, MEX, 3e904c95-0175-4c8c-99d1-3b59b70df10d, 64, 8374, No update data, 9g3qx142rqwv
Bird, MEX, a027955f-3471-418c-9c66-26191f050f19, 83, 11376, No update data, 9g3qrnwrrqr1
Bird, MEX, 4e32cb22-ca9f-432d-997d-0a18d8c52a6b, 90, 12482, No update data, 9g3qrnwrqutx
Bird, MEX, 8a0efed6-b9b1-4a26-b1c4-00a35fc33057, 94, 13114, No update data, 9g3qrnwrq1xk
Bird, MEX, 7930a9d1-e57f-4994-8e93-e1f4d3c854ce, 97, 13588, No update data, 9g3qrnwrpz4h
Bird, MEX, 37a65a7a-c132-487f-a7bf-2fbd50f82239, 97, 13588, No update data, 9g3qrnwrpvd4
Bird, MEX, 99895216-2334-44cd-94ad-37b36bad3d5b, 63, 8684, No update data, 9g3qx146t90v
Bird, MEX, 86507817-86fc-4b70-9fe9-6c7016af6d82, 97, 13588, No update data, 9g3qrnxzugxs
Bird, MEX, 15efcc77-eb2a-43bc-beb6-bb03a442d895, 96, 13430, No update data, 9g3qrnxzysfs
Bird, MEX, fa8545fd-8e56-49d1-bee6-68f252914e46, 93, 12956, No update data, 9g3qrnxzyd6t
Bird, MEX, c13c1639-b829-4204-9339-064748d54588, 96, 13430, No update data, 9g3qrnxzybve
Bird, MEX, deb2734b-cf82-4a5c-b1b7-e9cb46bca9de, 89, 12324, No update data, 9g3qrnww949u
Bird, MEX, 2b13cba3-d651-4e88-8f3e-e7d149eb9dc0, 96, 13430, No update data, 9g3qrnxzxm2v
Bird, MEX, 2f7b47db-693b-4c28-bced-c798d3acb1be, 96, 13430, No update data, 9g3qrnxzwut8
Bird, MEX, fdf46c44-51b8-449d-8d15-3fdbb6eecbd3, 98, 13746, No update data, 9g3qrnxzqwde
Bird, MEX, b46b6ab6-a23a-401a-88c4-f35e88c976a0, 51, 6680, No update data, 9g3qrnxy86es
Bird, MEX, a0d6735b-53b0-4fcd-9cc1-10631d3dce07, 82, 11218, No update data, 9g3qrnszsr95
Bird, MEX, 6d3395d6-2232-43c5-8b20-5acdee080a74, 89, 12324, No update data, 9g3qrnxyqh15
Bird, MEX, 57e32f39-36b0-44be-ad84-a7829ed6bd7a, 78, 10586, No update data, 9g3qrqfjhz3q
Bird, MEX, 7b68ff00-f64a-46ea-9d30-596f3ed3770a, 83, 11376, No update data, 9g3qrnsrvxbz
Bird, MEX, bca5cb9d-b260-492b-a65e-00595e8e2460, 70, 9322, No update data, 9g3qx17vh6w4
Bird, MEX, db57d417-3a60-4537-8914-dc7dc507b318, 94, 13114, No update data, 9g3qrqcdt26y
Bird, MEX, f984f9fa-62fe-49de-bee7-6bdc685c2d8c, 29, 3006, No update data, 9g3qx11b89qx
Bird, MEX, 1ee83157-0748-45da-b8d1-2f3ee2b2ce62, 98, 13746, No update data, 9g3qx1s8088w
Bird, MEX, 87b1b811-ec95-46d1-b611-e7c682c08179, 82, 11218, No update data, 9g3qrnw5nz2w
Bird, MEX, 2b582ac9-1639-4724-b710-8609b44b991a, 55, 7348, No update data, 9g3qrq9nzr8y
Bird, MEX, d7e6ac05-413d-4bf2-98fc-5866468b5ae1, 38, 4509, No update data, 9g3qx00j7rs6
Bird, MEX, 4ad3563d-3c99-43ca-a556-2be61785d29f, 79, 11356, No update data, 9g3qrqfuepym
Bird, MEX, 5795e74e-2364-428d-9617-e61df01a7ac3, 61, 7900, No update data, 9g3qrq8u5jq2
Bird, MEX, 4d346b45-b516-4aaa-81f0-8dfa8044f561, 61, 7900, No update data, 9g3qrq8u58rc
Bird, MEX, d680b037-7f2f-4d7f-bd94-45fdfa4d1205, 94, 13114, No update data, 9g3qrntbzpgz
Bird, MEX, f3c02423-9a13-430e-8152-4483b39f8b5c, 94, 13114, No update data, 9g3qrntbyg08
Bird, MEX, e6f9d55a-8266-42da-b6c9-1f24e7b70760, 49, 6004, No update data, 9g3qrq8gr7rp
Bird, MEX, 9ed5f16c-7229-48bd-b663-9ebb3917921b, 70, 9853, No update data, 9g3qx08res96
Bird, MEX, 1acc1972-1b57-4978-a4af-ccdb67ab53a0, 91, 12640, No update data, 9g3qrqdn8g7b
Bird, MEX, 450c9ec8-dd3b-415b-ac2b-305b1dd56a61, 46, 5530, No update data, 9g3qwbpu11zv
Bird, MEX, eab4212f-b5ae-46f7-9f75-b6bf5f20cde7, 18, 1169, No update data, 9g3qx11kevud
Bird, MEX, 4e250e0d-0a39-4faf-a5c5-706ded647079, 51, 6320, No update data, 9g3qwbpgb89d
Bird, MEX, 13ad7556-d6e6-48db-9a9b-845655ee7da2, 96, 13430, No update data, 9g3qrnqp80mq
Bird, MEX, 069186e6-c3ae-4d70-85e8-856d1717ca19, 51, 6320, No update data, 9g3qx16x6ge4
Bird, MEX, 41ac6b6e-37ef-44da-979d-66c790504466, 84, 11534, No update data, 9g3qrq93wfts
Bird, MEX, 4cbbd6bd-2d9b-4d5b-b091-b2131e24db8a, 49, 6004, No update data, 9g3qwbpqq845
Bird, MEX, eb586e99-e2b2-43a8-b9e4-95a9fb994cf0, 85, 11692, No update data, 9g3qrq93x05u
Bird, MEX, 863c49d6-a9d6-46d7-8313-5b8b7ab7f82f, 64, 8374, No update data, 9g3qwbpqqmmk
Bird, MEX, 0fe8ec1a-2512-4839-bb69-d0055500987f, 43, 5344, No update data, 9g3qrqd5u30j
Bird, MEX, e4e88181-8f19-4948-868e-12aa64710cd2, 60, 8183, No update data, 9g3qrqd5sryj
Bird, MEX, f7fe36f5-5832-4f07-8795-5e40b040c032, 80, 10902, No update data, 9g3qrq93prz0
Bird, MEX, 082ebf62-f600-4120-8330-a4e13275997c, 100, 14062, No update data, 9g3qx13uehyh
Bird, MEX, bc6602e9-94fa-4944-a9ae-82a7ebe4e080, 84, 11534, No update data, 9g3qrq92t2pu
Bird, MEX, 97c51a57-5ab2-48c4-a54f-ac160ac6700a, 53, 7014, No update data, 9g3qx13ubbuv
Bird, MEX, 40ebf4ea-2c7e-4c4b-8944-ed613ad69869, 94, 13114, No update data, 9g3qrq3rf73f
Bird, MEX, 228178f6-8216-4a1b-a258-423e49e655ee, 84, 11534, No update data, 9g3qrnqgtzs5
Bird, MEX, 6be5fd24-1ade-4008-90f4-7886af0ce58a, 49, 6004, No update data, 9g3qx10v3rbj
Bird, MEX, 1c05d050-24b8-4db8-ae5c-12d4629e481d, 49, 6004, No update data, 9g3qx1z7dk3c
Bird, MEX, 278af2dc-0577-4d00-8c50-fe387b7efbd4, 94, 13114, No update data, 9g3qrqde4emj
Bird, MEX, b5b46818-d37a-49d4-97cb-d19f58937f49, 96, 13430, No update data, 9g3qrqde49b5
Bird, MEX, abef4867-a56e-42fb-a9ba-024abf3df5ed, 90, 12482, No update data, 9g3qrn7ys9kh
Bird, MEX, 1d86afa4-383a-45e2-8c5e-f9678c85210e, 81, 11690, No update data, 9g3qrqde540m
Bird, MEX, 0cdae1c0-80cd-450f-b542-aa912e3aacca, 92, 12798, No update data, 9g3qrqddgtcd
Bird, MEX, 166d77bd-72e8-4521-a592-e6c58a988912, 46, 5530, No update data, 9g3qrq3js7q0
Bird, MEX, e099008e-eb43-4102-ad89-a728a2d8e6a0, 93, 12956, No update data, 9g3qrqddg7ss
Bird, MEX, e21915bd-cc03-4400-9d39-bfafe7d09505, 87, 12692, No update data, 9g3qrq25krnn
Bird, MEX, 1dbcb278-efd0-4d12-9fc6-b91b08a07493, 98, 13746, No update data, 9g3qrqddumb4
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 56, 7110, No update data, 9g3qx8jd56eb
Bird, MEX, 5b0050bf-2948-480d-8be5-f35c7990d980, 58, 7426, No update data, 9g3qx8n4js2h
Bird, MEX, 41cebaeb-ecab-4eef-9c2b-e67bbe03a6e4, 48, 5846, No update data, 9g3qx8suysfy
Bird, MEX, 20f0dbb1-3cc5-4b3f-bfdb-898f5ed71928, 60, 7742, No update data, 9g3qx8wvgwd0
Bird, MEX, 67e94c15-d8eb-4fcb-95d2-c4c03ea662bd, 69, 9164, No update data, 9g3qx8syxrr7
Bird, MEX, 46316abb-be45-472f-babd-135d71e17d27, 79, 10744, No update data, 9g3qx8syt35h
Bird, MEX, b9f1ed02-929d-4a1a-bb6a-9d705bce9aef, 96, 13430, No update data, 9g3qrxuhnx6z
Bird, MEX, db3c5304-aa57-4f8d-89c2-97b5ebed0493, 29, 2844, No update data, 9g3qxb21xzfz
Bird, MEX, 4eb62a5c-9aea-485b-a019-a4e778ac0914, 91, 12640, No update data, 9g3qx87kfxtr
Bird, MEX, 0eaea1cd-4940-4b09-aa99-adc5e845a883, 70, 9322, No update data, 9g3qx8e38d0f
Bird, MEX, de238151-3e55-4be2-85d3-a3788f090354, 19, 1264, No update data, 9g3qx8zwf7rm
Bird, MEX, 7b05f26f-d0e2-401a-8f88-1ac89c1fc302, 48, 5846, No update data, 9g3qx9ne9nrq
Bird, MEX, d6c3bcf9-8314-47e5-9437-30750832ea45, 83, 11376, No update data, 9g3qrxq1drr4
Bird, MEX, 3096a443-a267-4ae9-9b02-6799054d9fa8, 44, 5214, No update data, 9g3qrx7s3g8b
Bird, MEX, 2ef3576a-9b47-4f8f-993b-fb66aa833701, 66, 8690, No update data, 9g3qrx7kp9uk
Bird, MEX, 439e90c5-769c-4396-8d23-419bf5019251, 29, 2844, No update data, 9g3qrxk2fdmm
Bird, MEX, 1500ca1e-de78-4a4b-a7ee-6f6c7a0a8106, 96, 13430, No update data, 9g3qrx7e8mfb
Bird, MEX, 215801c0-ba4d-45de-a52b-e89b1d3c6971, 98, 13746, No update data, 9g3qrx77xvf8
Bird, MEX, 4fa3d762-7402-421e-bf0f-294165cd84c4, 75, 10112, No update data, 9g3qrxhu3y2c
Bird, MEX, f5ef914f-1e55-4b0d-afcf-c863994992cb, 93, 12956, No update data, 9g3qrx5xhe7m
Bird, MEX, af505748-532f-4dc5-b3a4-d92375879099, 97, 13588, No update data, 9g3qrxh7j2eh
Bird, MEX, be9069dd-10a2-4376-8b7e-eee50226a57e, 64, 8374, No update data, 9g3qrx6d0rfc
Bird, MEX, d4fc9f2c-1462-489f-b6a2-a706069710d4, 60, 7742, No update data, 9g3qrx5fsn56
Bird, MEX, 59b066fa-55c8-4f49-8110-9ca150131809, 94, 13114, No update data, 9g3qrx5fk958
Bird, MEX, 97532d35-95e5-4351-8309-46ab776b4098, 97, 14362, No update data, 9g3qrx5f28p4
Bird, MEX, 0192c271-5ae0-45f8-836b-abaee5c5ef14, 96, 13430, No update data, 9g3qrx5f0xc0
Bird, MEX, 939cd8da-a889-47a1-9637-632ab539fcca, 97, 13588, No update data, 9g3qrx5f0mfv
Bird, MEX, 0ddf6bec-2283-4c1e-9cce-cc999bf696ad, 44, 5214, No update data, 9g3qrx4uthsb
Bird, MEX, 57e55568-8554-49b1-8386-3dded19443c4, 49, 6004, No update data, 9g3qrx4uh4g3
Bird, MEX, 46f2ec86-2e6c-4419-ac77-6141844234d9, 84, 11534, No update data, 9g3qrx4mtg70
Bird, MEX, 8e3fbf72-4321-4cc2-8a95-977b577c6bd4, 89, 12324, No update data, 9g3qrx3buder
Bird, MEX, e9000087-8fd2-4890-a514-81f38ba80989, 69, 9164, No update data, 9g3qrx4mmdyk
Bird, MEX, 065b1998-0ad9-4c9e-86c9-87e2cc7378e2, 67, 8848, No update data, 9g3qx9tdg2gy
Bird, MEX, 6f15c284-1c18-446b-a5b8-8280bdc0c0a9, 64, 8374, No update data, 9g3qrx3c5026
Bird, MEX, a75b5218-a500-4ea5-be40-1ad4a24e5359, 71, 9480, No update data, 9g3qrx3bgp2k
Bird, MEX, 1fe30654-ff9c-4b55-be76-8af405318b23, 70, 9322, No update data, 9g3qrx3bg00r
Bird, MEX, 15b2d61a-a693-4026-9a75-83a6c6e7c57d, 58, 7426, No update data, 9g3qrx1zcz2s
Bird, MEX, d9b56c10-87ba-488a-b6d2-dd4365adff26, 81, 11060, No update data, 9g3qrx42tq7h
Bird, MEX, bec65aea-e9b9-40a8-87c8-9e64b991c10d, 52, 6478, No update data, 9g3qx9tq9gr5
Bird, MEX, 259f14bf-9988-4225-b280-e16a9e30b7df, 78, 10586, No update data, 9g3qrwy025mz
Bird, MEX, 43aeb0de-6030-4684-a723-2aebc39d220a, 51, 6320, No update data, 9g3qx9d2dqz0
Bird, MEX, ca6a9cdf-af07-40fa-a73c-36281c06e5ee, 60, 8183, No update data, 9g3qx9u917jw
Bird, MEX, 95ff40c2-1f97-4888-b032-0552d70eca76, 31, 3340, No update data, 9g3qrwcz2fk0
Bird, MEX, def6cc7c-ac22-4781-9662-8b271987242e, 65, 8532, No update data, 9g3qxc8pu7ne
Bird, MEX, 9f5341c6-cd6e-42cc-b230-577c6091fcc7, 94, 13114, No update data, 9g3qrwcrnfjv
Bird, MEX, dfeea5b2-8d1c-4598-9452-1d0634b0ae93, 65, 8532, No update data, 9g3qrx0czz6s
Bird, MEX, ff5a2790-8921-47b2-96fb-8987b3f032a0, 70, 9322, No update data, 9g3qrx0cwdzy
Bird, MEX, 463e7cd3-adfc-484b-a176-edf88a29f41f, 46, 5530, No update data, 9g3qrwcpnjzt
Bird, MEX, b059d456-c51b-423e-8d52-e20184ede2a6, 48, 5846, No update data, 9g3qrwcpjve5
Bird, MEX, b60d6668-80e3-47ba-91e7-b8b1179755f2, 66, 8690, No update data, 9g3qrwcpj2gn
Bird, MEX, 96cfb330-8bd5-43f3-8a10-8ef44cd8bb48, 45, 5678, No update data, 9g3qrwt3fjs0
Bird, MEX, a8dd6e43-1094-4082-b5a0-9816fdd53441, 61, 7900, No update data, 9g3qx9zs6b6r
Bird, MEX, 4725d67f-374c-4905-94c3-e01fd8b6faaf, 62, 8517, No update data, 9g3qrwes5vt4
Bird, MEX, bf411b8f-0cd8-4820-a36c-3e5d8d242a72, 82, 11218, No update data, 9g3qx9gm0dx4
Bird, MEX, 6f8c24b5-2e6b-4f30-9a0b-9030a6d14fb7, 51, 6320, No update data, 9g3qrrpg7c24
Bird, MEX, 35551b35-ad40-4386-bce2-9cdb881ce61c, 63, 8216, No update data, 9g3qrwmtkf1z
Bird, MEX, 2d4d4242-aa88-42cf-a0e0-d2214e56e1f9, 55, 7348, No update data, 9g3qrwc1bbhp
Bird, MEX, b54ee671-fe99-419b-b9c1-20511c28f546, 49, 6004, No update data, 9g3qrwmthfnt
Bird, MEX, a2b45706-68c8-47ce-b1a5-ab9d07b78268, 51, 6320, No update data, 9g3qxccutewm
Bird, MEX, 95fc6828-9275-4899-a948-ada81d37eb6f, 89, 12324, No update data, 9g3qrrph7c00
Bird, MEX, b32e00f4-dbf8-455e-b74f-928e3363321c, 51, 6320, No update data, 9g3qxdhkzq93
Bird, MEX, 8ce82fd6-5731-45fe-9822-a2f42ff5d511, 65, 9018, No update data, 9g3qrw9c74nx
Bird, MEX, 071234b0-82a2-4e17-9a7d-88d21a6030f2, 55, 6952, No update data, 9g3qxdpnepwz
Bird, MEX, de2e1e5e-133f-4848-89c6-887f1d56ca43, 61, 7900, No update data, 9g3qrw92yxrg
Bird, MEX, d036ec3e-297f-4373-9570-a2eeb72cb900, 46, 5845, No update data, 9g3qxdr0jew2
Bird, MEX, 9b754f2f-146f-4d10-9d7f-75b1c0414964, 82, 11218, No update data, 9g3qrw78qcq1
Bird, MEX, 335dde94-8e7c-41c1-8d26-4969d07d509d, 49, 6346, No update data, 9g3qrw6hk8em
Bird, MEX, 1842616a-81b3-463c-a3f4-3fe535202967, 53, 7014, No update data, 9g3qrw6h5vvh
Bird, MEX, 8e304c45-f958-4cda-a39e-c760e01b0537, 48, 5846, No update data, 9g3qxcgde12z
Bird, MEX, 79359a34-5806-4fff-ae92-deea035a8290, 42, 4898, No update data, 9g3qrqyz27eb
Bird, MEX, ff8ece41-76bf-4fa2-8c59-79a7430d6b40, 83, 11376, No update data, 9g3qrqyz20ms
Bird, MEX, 30c5acdf-4715-4142-a46c-f597e63fd110, 74, 10521, No update data, 9g3qrrn2rzf7
Bird, MEX, f2bdbfb7-58c0-47d6-a35b-ca3979019295, 60, 7742, No update data, 9g3qxdq58t91
Bird, MEX, 751bb3bb-ed56-4a94-a536-4cf6ba537ba8, 55, 6952, No update data, 9g3qrqygy0c7
Bird, MEX, e52f13ff-8e9f-4ae1-9780-623312416aeb, 61, 7900, No update data, 9g3qrqygvbe1
Bird, MEX, dbc53ae6-2953-4dd3-b40b-18e23c08e824, 64, 8374, No update data, 9g3qxdmurbzd
Bird, MEX, 7548e5be-43ee-4563-a1c4-f3a2e07c363e, 57, 7268, No update data, 9g3qrqyggbsc
Bird, MEX, b77fdc05-c25e-409d-ac66-8543c9abce23, 66, 9185, No update data, 9g3qrw5gd7f5
Bird, MEX, e617ac7d-f819-4be4-8518-15f895a0b2dc, 52, 6478, No update data, 9g3qxf51bw91
Bird, MEX, 3a6ddc13-690d-4349-84a9-aa1485a42516, 54, 6794, No update data, 9g3qxf4fqdej
Bird, MEX, 7750560a-4d42-4904-bfc1-03a8d16c329f, 67, 8848, No update data, 9g3qrwj8uxet
Bird, MEX, 87f9d62b-d953-4bd3-ae85-ae3f4935b5a6, 55, 7348, No update data, 9g3qxf538ny1
Bird, MEX, e6436693-8daa-4fc7-85ee-f87738a581be, 55, 7348, No update data, 9g3qxf556z48
Bird, MEX, d642c6da-98c7-4660-8240-9a0771102dd4, 81, 11060, No update data, 9g3qrqxj1c89
Bird, MEX, cce166ac-3141-4db0-9810-0846b615129d, 49, 6346, No update data, 9g3qrqy3j6zc
Bird, MEX, 4e030ce3-c5f7-4106-a948-3499d53643a7, 57, 7682, No update data, 9g3qrqx4qw69
Bird, MEX, 4f45d79b-2e81-4704-8e0c-491cb1a69059, 44, 5214, No update data, 9g3qrqww1vbs
Bird, MEX, 4a513211-0432-402d-9f93-13bd7772625a, 84, 11534, No update data, 9g3qrw5097t9
Bird, MEX, 94211a9f-a920-4856-aa48-abdd2934e899, 78, 11189, No update data, 9g3qx6p3ecb1
Bird, MEX, a106c1f9-6eee-4055-81cf-26696c333c99, 46, 5530, No update data, 9g3qxf6s6tjt
Bird, MEX, 8d1d3010-c6c2-48a4-8d28-15293b9306fa, 75, 10112, No update data, 9g3qrtv99jdq
Bird, MEX, ef8daf92-7e9b-4ccc-83c1-9f7f737f09c1, 76, 10270, No update data, 9g3qrqpz9pd7
Bird, MEX, d7caaaa5-e933-4847-91d0-1f8689c0c779, 74, 10521, No update data, 9g3qrqr3eree
Bird, MEX, 375572dc-559b-432b-827d-aba7e6aa5e83, 80, 10902, No update data, 9g3qrw0cry68
Bird, MEX, 80286e73-9030-477e-aa8c-1e9e25825ab6, 52, 6478, No update data, 9g3qrqw0rq31
Bird, MEX, 7b8e74ac-74f6-4e34-a049-34ba30abb3d3, 73, 10354, No update data, 9g3qrqtf6c52
Bird, MEX, 67c0e372-e02f-485b-a4b2-4d263b5d6677, 67, 8848, No update data, 9g3qrqtf6db5
Bird, MEX, 05cb93ee-a049-4bc3-9fe5-a49e2a9ac031, 62, 8058, No update data, 9g3qx6n6trru
Bird, MEX, 3b0bba29-2a09-44a2-8f14-dfc1f5731284, 80, 10902, No update data, 9g3qxdy11g8c
Bird, MEX, f8f6ceb4-d63f-48a7-98c8-495e8559d971, 76, 10270, No update data, 9g3qxf7um24n
Bird, MEX, 667ccf85-4f52-4832-b851-f232a0e4f0af, 51, 6320, No update data, 9g3qxfk5dwjt
Bird, MEX, 88a07286-29f3-4f83-8e80-7a8d78c4e185, 89, 12324, No update data, 9g3qrqnxpsh2
Bird, MEX, 21425b35-9f97-47bf-a9fe-44fc88eb46e5, 84, 11534, No update data, 9g3qrqkx8vez
Bird, MEX, 16c5cf49-55b3-4746-ac2f-8ff4510d39ef, 76, 10855, No update data, 9g3qrqnd2fs1
Bird, MEX, d7cc1f30-d796-4b3b-b9d6-f74d31d7f1dd, 87, 12008, No update data, 9g3qrqkb8spj
Bird, MEX, 999ccdfa-ce8f-479c-832f-7871c31ce2f3, 96, 13430, No update data, 9g3qrqjdcz8t
Bird, MEX, e8a8eb30-c1ee-4879-9f17-dcc4e0a3dbbe, 63, 8216, No update data, 9g3qrqj65trb
Bird, MEX, 464f2aeb-f8e5-42eb-8d53-a84bc09058b2, 46, 5530, No update data, 9g3qrqj6510r
Bird, MEX, 03337eb8-e4df-4227-b212-710606aba297, 88, 12166, No update data, 9g3qrmzsthkz
Bird, MEX, 6e49eee0-0a2e-4514-a310-f68bac166852, 80, 10902, No update data, 9g3qrmyq71q9
Bird, MEX, da9076b8-6e61-4f40-982c-b9739ec20b55, 62, 8058, No update data, 9g3qrqk0m0st
Bird, MEX, 2ea042f2-9163-408a-bb48-4995adc679bb, 42, 4898, No update data, 9g3qrqhpgs9d
Bird, MEX, 94b546bc-a665-4915-a18e-f8817b61b611, 85, 11692, No update data, 9g3qrqj231fj
Bird, MEX, 9df4aa53-6ae5-40ec-b8fb-e05e3ad14881, 63, 8216, No update data, 9g3qrqj0hccd
Bird, MEX, f1641e00-b56b-4f3b-9170-003fd99e4ea5, 83, 11376, No update data, 9g3qrqhdn43q
Bird, MEX, c65db4cc-5502-4bde-a18e-dab1f384ba9e, 39, 4424, No update data, 9g3qrqhbphun
Bird, MEX, 62db47fd-64e7-4ea4-b52e-8576da547747, 83, 11376, No update data, 9g3qrmuzz63h
Bird, MEX, d8e9b975-bc35-4230-ab5d-20ce46136d37, 94, 13114, No update data, 9g3qrqh9m6dc
Bird, MEX, 5e8b9938-196f-4ded-8982-ecca174a1676, 99, 13904, No update data, 9g3qrqh9jusk
Bird, MEX, 1bde7880-4d41-4d1c-b61e-aaaea6cce27f, 97, 13588, No update data, 9g3qrqh9jm6b
Bird, MEX, 0dfddb8b-8df9-43f2-8f28-e3373ae9d6ad, 100, 14062, No update data, 9g3qrqh9hz17
Bird, MEX, 7243bfa2-a54e-425e-8a2a-c12e260e9910, 62, 8058, No update data, 9g3qrqh52bev
Bird, MEX, 0b1379ce-432b-4c44-97e3-a18022a2adaf, 98, 13746, No update data, 9g3qrq5gqwfs
Bird, MEX, aed12baa-2b9e-489e-b369-02148001f129, 96, 13430, No update data, 9g3qrqddg0y7
Bird, MEX, 712db965-d933-4821-aa2b-269af8626a15, 98, 13746, No update data, 9g3qrqddej07
